event_id,employee_id,event_type,event_date,details
EVT000431,EMP00330,Salary Increase,2023-02-16,+5.9%
EVT000432,EMP00331,Salary Increase,2024-07-24,+9.4%
EVT000433,EMP00332,Salary Increase,2024-03-02,+5.7%
EVT000434,EMP00332,Salary Increase,2025-01-26,+4.6%
EVT000435,EMP00332,Salary Increase,2023-06-12,+9.3%
EVT000436,EMP00333,Promotion,2024-10-10,Level up: 2 grades
EVT000437,EMP00333,Salary Increase,2023-09-06,+3.9%
EVT000438,EMP00333,Salary Increase,2023-12-06,+1.8%
EVT000439,EMP00334,Salary Increase,2024-01-15,+5.4%
EVT000440,EMP00334,Salary Increase,2024-07-07,+6.2%
EVT000441,EMP00334,Salary Increase,2024-04-14,+3.1%
EVT000442,EMP00336,Salary Increase,2024-05-09,+3.3%
EVT000443,EMP00336,Salary Increase,2025-02-24,+8.7%
EVT000444,EMP00336,Salary Increase,2025-06-28,+1.6%
EVT000445,EMP00336,Salary Increase,2023-10-10,+2.6%
EVT000446,EMP00337,Salary Increase,2024-07-06,+2.7%
EVT000447,EMP00338,Salary Increase,2024-09-28,+7.2%
EVT000448,EMP00339,Salary Increase,2023-02-14,+5.5%
EVT000449,EMP00340,Salary Increase,2025-04-18,+6.7%
EVT000450,EMP00340,Salary Increase,2023-07-04,+7.4%
EVT000451,EMP00341,Salary Increase,2024-04-04,+5.7%
EVT000452,EMP00342,Salary Increase,2023-04-04,+2.2%
EVT000453,EMP00344,Promotion,2025-03-04,Level up: 1 grade
EVT000454,EMP00344,Salary Increase,2023-02-25,+6.2%
EVT000455,EMP00346,Promotion,2025-01-12,Level up: 1 grade
EVT000456,EMP00346,Salary Increase,2024-04-17,+6.5%
EVT000457,EMP00347,Salary Increase,2023-09-23,+4.5%
EVT000458,EMP00348,Salary Increase,2023-11-30,+3.6%
EVT000459,EMP00349,Salary Increase,2023-06-08,+4.9%
EVT000460,EMP00349,Salary Increase,2023-12-03,+6.7%
EVT000461,EMP00350,Salary Increase,2025-03-17,+7.2%
EVT000462,EMP00350,Salary Increase,2023-03-14,+7.8%
EVT000463,EMP00352,Salary Increase,2023-11-20,+8.3%
EVT000464,EMP00353,Salary Increase,2024-05-05,+4.9%
EVT000465,EMP00353,Salary Increase,2023-03-21,+3.6%
EVT000466,EMP00353,Salary Increase,2023-06-08,+3.2%
EVT000467,EMP00353,Salary Increase,2023-07-25,+3.9%
EVT000468,EMP00354,Salary Increase,2023-08-23,+8.2%
EVT000469,EMP00355,Promotion,2025-06-29,Level up: 1 grade
EVT000470,EMP00355,Salary Increase,2024-12-26,+3.6%
EVT000471,EMP00355,Salary Increase,2024-11-23,+1.2%
EVT000472,EMP00356,Salary Increase,2025-05-21,+4.5%
EVT000473,EMP00356,Salary Increase,2023-05-23,+3.5%
EVT000474,EMP00357,Salary Increase,2023-06-11,+6.1%
EVT000475,EMP00357,Salary Increase,2024-10-29,+8.6%
EVT000476,EMP00358,Salary Increase,2024-08-06,+6.8%
EVT000477,EMP00358,Salary Increase,2025-06-09,+2.4%
EVT000478,EMP00358,Salary Increase,2024-03-27,+6.9%
EVT000479,EMP00359,Salary Increase,2024-01-21,+1.6%
EVT000480,EMP00359,Salary Increase,2023-11-25,+3.0%
EVT000481,EMP00361,Salary Increase,2023-07-23,+6.7%
EVT000482,EMP00362,Salary Increase,2023-06-23,+7.0%
EVT000483,EMP00362,Salary Increase,2023-01-19,+8.0%
EVT000484,EMP00362,Exit,2023-06-15,Voluntary - Compensation
EVT000485,EMP00363,Salary Increase,2023-11-17,+2.4%
EVT000486,EMP00363,Salary Increase,2023-01-10,+6.7%
EVT000487,EMP00364,Promotion,2024-09-27,Level up: 1 grade
EVT000488,EMP00367,Salary Increase,2024-03-18,+5.3%
EVT000489,EMP00368,Promotion,2025-01-02,Level up: 1 grade
EVT000490,EMP00368,Salary Increase,2023-01-08,+6.5%
EVT000491,EMP00370,Salary Increase,2023-09-29,+6.8%
EVT000492,EMP00370,Salary Increase,2023-01-18,+4.6%
EVT000493,EMP00371,Salary Increase,2024-02-11,+6.1%
EVT000494,EMP00371,Salary Increase,2025-04-27,+7.0%
EVT000495,EMP00373,Salary Increase,2024-05-11,+2.2%
EVT000496,EMP00374,Salary Increase,2023-08-03,+8.6%
EVT000497,EMP00374,Salary Increase,2024-01-29,+10.4%
EVT000498,EMP00376,Salary Increase,2024-03-07,+5.2%
EVT000499,EMP00376,Salary Increase,2023-04-07,+0.5%
EVT000500,EMP00377,Salary Increase,2024-08-17,+5.4%
EVT000501,EMP00377,Salary Increase,2024-05-22,+8.7%
EVT000502,EMP00377,Exit,2023-09-01,Voluntary - Better Opportunity
EVT000503,EMP00378,Salary Increase,2023-01-18,+6.1%
EVT000504,EMP00380,Promotion,2024-04-29,Level up: 2 grades
EVT000505,EMP00380,Salary Increase,2025-03-09,+0.8%
EVT000506,EMP00381,Salary Increase,2024-02-25,+4.6%
EVT000507,EMP00381,Salary Increase,2023-04-24,+5.8%
EVT000508,EMP00382,Salary Increase,2024-11-16,+9.3%
EVT000509,EMP00383,Promotion,2025-05-15,Level up: 1 grade
EVT000510,EMP00383,Salary Increase,2025-01-19,+6.8%
EVT000511,EMP00384,Salary Increase,2024-07-28,+6.6%
EVT000512,EMP00387,Salary Increase,2025-04-25,+7.3%
EVT000513,EMP00392,Salary Increase,2023-08-29,+5.3%
EVT000514,EMP00392,Salary Increase,2024-04-28,+5.9%
EVT000515,EMP00392,Salary Increase,2023-02-02,+7.9%
EVT000516,EMP00393,Salary Increase,2024-10-10,+5.9%
EVT000517,EMP00393,Salary Increase,2023-10-17,+3.0%
EVT000518,EMP00394,Salary Increase,2025-01-11,+7.6%
EVT000519,EMP00394,Salary Increase,2023-11-10,+4.1%
EVT000520,EMP00394,Salary Increase,2024-08-12,+0.5%
EVT000521,EMP00395,Promotion,2023-08-26,Level up: 2 grades
EVT000522,EMP00395,Salary Increase,2023-11-16,+4.8%
EVT000523,EMP00395,Salary Increase,2024-02-03,+5.8%
EVT000524,EMP00395,Salary Increase,2025-04-09,+10.4%
EVT000525,EMP00397,Salary Increase,2024-09-18,+4.3%
EVT000526,EMP00398,Salary Increase,2025-02-15,+5.7%
EVT000527,EMP00398,Salary Increase,2024-07-04,+6.1%
EVT000528,EMP00399,Salary Increase,2025-05-26,+6.4%
EVT000529,EMP00399,Salary Increase,2024-03-16,+5.2%
EVT000530,EMP00401,Salary Increase,2024-12-02,+5.0%
EVT000531,EMP00401,Salary Increase,2024-07-29,+4.2%
EVT000532,EMP00401,Salary Increase,2023-01-10,+9.8%
EVT000533,EMP00401,Salary Increase,2023-06-16,+5.4%
EVT000534,EMP00402,Salary Increase,2024-07-28,+4.5%
EVT000535,EMP00403,Promotion,2024-08-09,Level up: 2 grades
EVT000536,EMP00403,Salary Increase,2023-12-14,+6.9%
EVT000537,EMP00403,Salary Increase,2025-05-03,+3.9%
EVT000538,EMP00403,Salary Increase,2023-10-10,+4.7%
EVT000539,EMP00404,Salary Increase,2023-02-14,+2.9%
EVT000540,EMP00404,Salary Increase,2024-12-03,+3.2%
EVT000541,EMP00406,Salary Increase,2024-08-26,+7.2%
EVT000542,EMP00406,Salary Increase,2023-04-06,+8.9%
EVT000543,EMP00407,Promotion,2023-09-06,Level up: 2 grades
EVT000544,EMP00408,Promotion,2025-03-06,Level up: 1 grade
EVT000545,EMP00408,Salary Increase,2023-05-14,+7.9%
EVT000546,EMP00409,Salary Increase,2025-01-04,+6.2%
EVT000547,EMP00411,Salary Increase,2023-06-11,+4.4%
EVT000548,EMP00411,Salary Increase,2023-04-24,+6.1%
EVT000549,EMP00412,Salary Increase,2024-02-25,+4.7%
EVT000550,EMP00412,Exit,2023-10-14,Voluntary - Better Opportunity
EVT000551,EMP00413,Salary Increase,2023-02-15,+4.7%
EVT000552,EMP00415,Salary Increase,2023-08-31,+5.6%
EVT000553,EMP00416,Promotion,2025-05-07,Level up: 1 grade
EVT000554,EMP00417,Salary Increase,2023-04-02,+6.0%
EVT000555,EMP00418,Salary Increase,2024-01-08,+7.1%
EVT000556,EMP00418,Salary Increase,2023-10-03,+5.3%
EVT000557,EMP00419,Promotion,2025-03-05,Level up: 1 grade
EVT000558,EMP00419,Salary Increase,2025-06-28,+8.6%
EVT000559,EMP00420,Salary Increase,2024-03-06,+5.3%
EVT000560,EMP00420,Salary Increase,2023-07-12,+7.6%
EVT000561,EMP00420,Salary Increase,2023-06-13,+7.7%
EVT000562,EMP00422,Salary Increase,2024-12-28,+0.5%
EVT000563,EMP00422,Salary Increase,2025-01-17,+11.6%
EVT000564,EMP00423,Salary Increase,2023-09-25,+4.4%
EVT000565,EMP00423,Exit,2024-06-02,Voluntary - Personal Reasons
EVT000566,EMP00424,Salary Increase,2025-06-27,+5.6%
EVT000567,EMP00425,Salary Increase,2023-01-29,+1.1%
EVT000568,EMP00428,Salary Increase,2023-05-18,+5.8%
EVT000569,EMP00428,Salary Increase,2024-06-04,+8.0%
EVT000570,EMP00432,Salary Increase,2024-05-28,+3.2%
EVT000571,EMP00433,Promotion,2025-03-18,Level up: 1 grade
EVT000572,EMP00433,Salary Increase,2025-02-20,+7.9%
EVT000573,EMP00434,Promotion,2024-05-15,Level up: 1 grade
EVT000574,EMP00434,Salary Increase,2024-04-18,+6.8%
EVT000575,EMP00435,Promotion,2024-01-14,Level up: 1 grade
EVT000576,EMP00435,Salary Increase,2023-01-31,+5.4%
EVT000577,EMP00436,Promotion,2025-01-19,Level up: 1 grade
EVT000578,EMP00436,Salary Increase,2025-04-25,+8.8%
EVT000579,EMP00437,Salary Increase,2023-02-07,+5.2%
EVT000580,EMP00437,Salary Increase,2024-05-09,+7.0%
EVT000581,EMP00438,Salary Increase,2024-05-14,+5.8%
EVT000582,EMP00439,Salary Increase,2024-02-02,+6.7%
EVT000583,EMP00440,Salary Increase,2025-01-21,+8.1%
EVT000584,EMP00441,Salary Increase,2023-08-24,+2.3%
EVT000585,EMP00441,Exit,2024-03-01,Involuntary - Restructuring
EVT000586,EMP00442,Salary Increase,2025-02-14,+7.1%
EVT000587,EMP00448,Salary Increase,2025-05-29,+7.8%
EVT000588,EMP00448,Salary Increase,2024-08-18,+4.1%
EVT000589,EMP00449,Salary Increase,2025-05-29,+9.4%
EVT000590,EMP00451,Promotion,2025-04-22,Level up: 2 grades
EVT000591,EMP00452,Salary Increase,2025-05-06,+6.7%
EVT000592,EMP00452,Salary Increase,2023-05-04,+5.1%
EVT000593,EMP00452,Salary Increase,2024-10-30,+4.5%
EVT000594,EMP00453,Salary Increase,2024-02-19,+1.2%
EVT000595,EMP00456,Salary Increase,2024-01-01,+7.4%
EVT000596,EMP00456,Salary Increase,2024-08-23,+2.5%
EVT000597,EMP00457,Salary Increase,2023-11-15,+8.9%
EVT000598,EMP00457,Salary Increase,2023-12-20,+5.0%
EVT000599,EMP00457,Salary Increase,2024-11-26,+9.3%
EVT000600,EMP00458,Salary Increase,2024-04-15,+9.0%
EVT000601,EMP00458,Salary Increase,2023-04-29,+4.2%
EVT000602,EMP00460,Salary Increase,2024-01-12,+11.7%
EVT000603,EMP00461,Salary Increase,2024-05-07,+4.4%
EVT000604,EMP00463,Salary Increase,2023-08-16,+8.8%
EVT000605,EMP00463,Salary Increase,2024-10-07,+7.9%
EVT000606,EMP00464,Promotion,2024-11-20,Level up: 2 grades
EVT000607,EMP00464,Salary Increase,2023-01-22,+6.4%
EVT000608,EMP00465,Salary Increase,2025-06-03,+5.9%
EVT000609,EMP00466,Salary Increase,2024-04-25,+1.0%
EVT000610,EMP00467,Salary Increase,2025-04-21,+9.3%
EVT000611,EMP00467,Salary Increase,2023-09-21,+1.2%
EVT000612,EMP00467,Salary Increase,2023-03-19,+9.1%
EVT000613,EMP00468,Salary Increase,2023-12-29,+4.2%
EVT000614,EMP00468,Salary Increase,2025-03-20,+4.6%
EVT000615,EMP00469,Salary Increase,2024-12-08,+3.7%
EVT000616,EMP00470,Promotion,2024-07-06,Level up: 2 grades
EVT000617,EMP00470,Salary Increase,2024-07-12,+5.0%
EVT000618,EMP00470,Salary Increase,2023-09-22,+3.5%
EVT000619,EMP00471,Salary Increase,2025-06-26,+3.1%
EVT000620,EMP00472,Salary Increase,2025-04-05,+7.9%
EVT000621,EMP00473,Salary Increase,2023-01-05,+5.0%
EVT000622,EMP00475,Promotion,2023-12-22,Level up: 1 grade
EVT000623,EMP00475,Salary Increase,2024-09-28,+7.6%
EVT000624,EMP00476,Promotion,2023-10-06,Level up: 2 grades
EVT000625,EMP00476,Salary Increase,2024-09-10,+5.2%
EVT000626,EMP00477,Salary Increase,2024-12-14,+6.9%
EVT000627,EMP00477,Salary Increase,2025-05-12,+2.6%
EVT000628,EMP00478,Salary Increase,2023-09-06,+8.2%
EVT000629,EMP00478,Salary Increase,2024-04-03,+3.3%
EVT000630,EMP00478,Salary Increase,2023-03-03,+3.4%
EVT000631,EMP00479,Salary Increase,2024-06-12,+7.4%
EVT000632,EMP00479,Salary Increase,2024-01-11,+3.1%
EVT000633,EMP00479,Exit,2023-08-23,Voluntary - Compensation
EVT000634,EMP00480,Salary Increase,2024-10-05,+6.5%
EVT000635,EMP00481,Salary Increase,2024-07-01,+6.9%
EVT000636,EMP00482,Salary Increase,2025-05-23,+4.0%
EVT000637,EMP00482,Salary Increase,2023-08-04,+5.5%
EVT000638,EMP00483,Salary Increase,2024-03-02,+3.2%
EVT000639,EMP00484,Promotion,2023-11-23,Level up: 1 grade
EVT000640,EMP00484,Salary Increase,2023-10-16,+3.8%
EVT000641,EMP00484,Salary Increase,2025-05-23,+6.4%
EVT000642,EMP00485,Promotion,2023-12-19,Level up: 1 grade
EVT000643,EMP00485,Salary Increase,2024-02-22,+9.2%
EVT000644,EMP00485,Salary Increase,2024-07-13,+2.8%
EVT000645,EMP00485,Salary Increase,2023-01-25,+7.5%
EVT000646,EMP00486,Salary Increase,2024-05-11,+5.4%
EVT000647,EMP00487,Promotion,2023-11-25,Level up: 1 grade
EVT000648,EMP00487,Salary Increase,2023-05-22,+7.7%
EVT000649,EMP00488,Salary Increase,2025-01-31,+7.1%
EVT000650,EMP00489,Salary Increase,2024-11-26,+8.7%
EVT000651,EMP00491,Salary Increase,2023-06-19,+3.4%
EVT000652,EMP00492,Salary Increase,2025-05-20,+6.7%
EVT000653,EMP00492,Salary Increase,2023-04-14,+6.5%
EVT000654,EMP00493,Salary Increase,2025-02-21,+2.6%
EVT000655,EMP00493,Salary Increase,2023-02-25,+7.1%
EVT000656,EMP00493,Salary Increase,2024-12-02,+5.9%
EVT000657,EMP00493,Salary Increase,2024-07-31,+5.5%
EVT000658,EMP00493,Salary Increase,2024-08-16,+3.9%
EVT000659,EMP00494,Promotion,2024-12-03,Level up: 1 grade
EVT000660,EMP00494,Salary Increase,2023-09-06,+6.9%
EVT000661,EMP00497,Salary Increase,2023-04-01,+5.5%
EVT000662,EMP00499,Salary Increase,2024-04-10,+2.4%
EVT000663,EMP00501,Salary Increase,2025-05-08,+4.8%
EVT000664,EMP00501,Salary Increase,2023-08-26,+8.7%
EVT000665,EMP00502,Salary Increase,2024-02-24,+8.3%
EVT000666,EMP00503,Promotion,2024-12-21,Level up: 1 grade
EVT000667,EMP00503,Salary Increase,2023-08-06,+4.5%
EVT000668,EMP00503,Salary Increase,2023-07-03,+5.7%
EVT000669,EMP00503,Salary Increase,2024-10-03,+5.9%
EVT000670,EMP00505,Promotion,2024-10-17,Level up: 1 grade
EVT000671,EMP00505,Salary Increase,2023-10-20,+3.6%
EVT000672,EMP00507,Salary Increase,2024-12-15,+4.9%
EVT000673,EMP00508,Salary Increase,2023-01-17,+6.7%
EVT000674,EMP00509,Promotion,2025-02-27,Level up: 1 grade
EVT000675,EMP00509,Salary Increase,2023-06-23,+7.8%
EVT000676,EMP00512,Promotion,2025-02-11,Level up: 2 grades
EVT000677,EMP00513,Salary Increase,2025-01-18,+9.0%
EVT000678,EMP00515,Salary Increase,2025-06-01,+4.3%
EVT000679,EMP00517,Salary Increase,2024-03-10,+4.9%
EVT000680,EMP00518,Salary Increase,2024-01-22,+4.0%
EVT000681,EMP00518,Exit,2024-01-18,Voluntary - Better Opportunity
EVT000682,EMP00519,Promotion,2023-08-02,Level up: 2 grades
EVT000683,EMP00519,Salary Increase,2024-04-01,+7.0%
EVT000684,EMP00519,Salary Increase,2024-11-07,+3.2%
EVT000685,EMP00520,Salary Increase,2025-02-13,+3.1%
EVT000686,EMP00520,Salary Increase,2023-01-17,+7.9%
EVT000687,EMP00525,Salary Increase,2024-08-13,+3.5%
EVT000688,EMP00526,Salary Increase,2023-06-18,+5.9%
EVT000689,EMP00527,Salary Increase,2025-01-15,+5.7%
EVT000690,EMP00528,Promotion,2023-12-10,Level up: 1 grade
EVT000691,EMP00528,Salary Increase,2023-08-17,+2.4%
EVT000692,EMP00528,Salary Increase,2024-03-12,+3.4%
EVT000693,EMP00530,Salary Increase,2023-03-21,+7.1%
EVT000694,EMP00531,Salary Increase,2024-10-03,+5.8%
EVT000695,EMP00531,Salary Increase,2025-06-16,+5.8%
EVT000696,EMP00533,Salary Increase,2023-08-05,+3.5%
EVT000697,EMP00534,Salary Increase,2023-07-26,+4.6%
EVT000698,EMP00535,Salary Increase,2024-12-18,+6.3%
EVT000699,EMP00536,Salary Increase,2023-07-28,+1.5%
EVT000700,EMP00536,Salary Increase,2023-10-16,+9.9%
EVT000701,EMP00536,Salary Increase,2023-02-20,+7.6%
EVT000702,EMP00537,Salary Increase,2023-06-14,+4.3%
EVT000703,EMP00541,Salary Increase,2023-08-22,+0.5%
EVT000704,EMP00543,Salary Increase,2025-01-23,+5.8%
EVT000705,EMP00543,Salary Increase,2025-06-19,+7.0%
EVT000706,EMP00544,Salary Increase,2023-07-16,+9.2%
EVT000707,EMP00544,Salary Increase,2024-10-06,+6.4%
EVT000708,EMP00546,Salary Increase,2024-01-23,+3.7%
EVT000709,EMP00546,Salary Increase,2023-12-19,+7.1%
EVT000710,EMP00547,Salary Increase,2025-03-23,+6.9%
EVT000711,EMP00547,Salary Increase,2024-05-10,+9.1%
EVT000712,EMP00548,Salary Increase,2025-03-01,+8.2%
EVT000713,EMP00549,Salary Increase,2024-10-18,+6.5%
EVT000714,EMP00549,Salary Increase,2023-05-09,+1.7%
EVT000715,EMP00549,Exit,2025-02-03,Voluntary - Compensation
EVT000716,EMP00550,Salary Increase,2024-02-16,+3.4%
EVT000717,EMP00552,Salary Increase,2024-05-08,+1.7%
EVT000718,EMP00553,Salary Increase,2025-05-22,+4.3%
EVT000719,EMP00553,Salary Increase,2025-03-07,+0.8%
EVT000720,EMP00554,Salary Increase,2023-05-17,+4.4%
EVT000721,EMP00556,Salary Increase,2025-02-07,+1.0%
EVT000722,EMP00557,Salary Increase,2025-06-21,+7.7%
EVT000723,EMP00557,Salary Increase,2023-05-24,+3.7%
EVT000724,EMP00559,Salary Increase,2023-12-17,+3.4%
EVT000725,EMP00560,Salary Increase,2023-05-01,+5.2%
EVT000726,EMP00561,Salary Increase,2023-05-16,+6.1%
EVT000727,EMP00562,Salary Increase,2024-02-28,+7.7%
EVT000728,EMP00562,Salary Increase,2025-04-14,+8.8%
EVT000729,EMP00562,Exit,2023-08-25,Voluntary - Better Opportunity
EVT000730,EMP00565,Salary Increase,2024-11-07,+7.7%
EVT000731,EMP00567,Salary Increase,2023-10-15,+3.0%
EVT000732,EMP00569,Salary Increase,2025-02-04,+8.7%
EVT000733,EMP00569,Salary Increase,2023-01-31,+9.8%
EVT000734,EMP00570,Salary Increase,2023-09-27,+3.3%
EVT000735,EMP00570,Salary Increase,2024-10-14,+4.3%
EVT000736,EMP00570,Exit,2024-01-06,Voluntary - Better Opportunity
EVT000737,EMP00571,Salary Increase,2023-06-23,+5.8%
EVT000738,EMP00571,Salary Increase,2023-01-16,+9.4%
EVT000739,EMP00574,Salary Increase,2025-06-23,+7.2%
EVT000740,EMP00574,Salary Increase,2024-08-23,+6.8%
EVT000741,EMP00576,Promotion,2024-08-11,Level up: 2 grades
EVT000742,EMP00576,Salary Increase,2023-03-15,+10.8%
EVT000743,EMP00577,Salary Increase,2023-02-07,+4.8%
EVT000744,EMP00577,Salary Increase,2023-03-21,+9.5%
EVT000745,EMP00578,Salary Increase,2023-06-18,+8.3%
EVT000746,EMP00579,Promotion,2023-10-31,Level up: 1 grade
EVT000747,EMP00579,Salary Increase,2024-10-25,+6.9%
EVT000748,EMP00580,Promotion,2025-02-15,Level up: 1 grade
EVT000749,EMP00580,Salary Increase,2023-12-01,+4.2%
EVT000750,EMP00581,Salary Increase,2025-04-08,+5.4%
EVT000751,EMP00581,Salary Increase,2024-11-18,+4.9%
EVT000752,EMP00582,Salary Increase,2024-04-26,+2.9%
EVT000753,EMP00582,Salary Increase,2024-03-06,+2.5%
EVT000754,EMP00584,Promotion,2023-07-23,Level up: 1 grade
EVT000755,EMP00586,Salary Increase,2024-03-18,+5.1%
EVT000756,EMP00586,Salary Increase,2025-02-03,+8.4%
EVT000757,EMP00587,Promotion,2024-03-10,Level up: 2 grades
EVT000758,EMP00587,Salary Increase,2025-05-08,+3.0%
EVT000759,EMP00588,Salary Increase,2024-04-27,+6.8%
EVT000760,EMP00588,Salary Increase,2025-01-23,+6.9%
EVT000761,EMP00588,Salary Increase,2023-03-04,+6.5%
EVT000762,EMP00588,Salary Increase,2024-08-28,+4.2%
EVT000763,EMP00589,Salary Increase,2023-08-28,+4.5%
EVT000764,EMP00590,Salary Increase,2023-06-29,+2.2%
EVT000765,EMP00590,Salary Increase,2025-01-23,+3.4%
EVT000766,EMP00590,Salary Increase,2024-07-09,+8.1%
EVT000767,EMP00590,Salary Increase,2024-07-31,+7.3%
EVT000768,EMP00591,Salary Increase,2024-10-17,+5.8%
EVT000769,EMP00591,Salary Increase,2024-07-01,+7.3%
EVT000770,EMP00594,Promotion,2025-03-04,Level up: 2 grades
EVT000771,EMP00594,Salary Increase,2025-05-31,+3.7%
EVT000772,EMP00595,Salary Increase,2023-06-18,+0.5%
EVT000773,EMP00595,Salary Increase,2024-12-15,+3.6%
EVT000774,EMP00595,Salary Increase,2025-05-05,+5.7%
EVT000775,EMP00596,Promotion,2023-10-16,Level up: 1 grade
EVT000776,EMP00597,Exit,2023-09-23,Voluntary - Compensation
EVT000777,EMP00598,Salary Increase,2024-02-01,+7.9%
EVT000778,EMP00599,Exit,2024-02-17,Voluntary - Career Growth
EVT000779,EMP00600,Salary Increase,2023-04-17,+3.6%
EVT000780,EMP00601,Salary Increase,2023-12-15,+10.7%
EVT000781,EMP00604,Salary Increase,2025-05-29,+5.9%
EVT000782,EMP00605,Salary Increase,2025-03-08,+6.7%
EVT000783,EMP00608,Salary Increase,2025-06-04,+6.2%
EVT000784,EMP00608,Salary Increase,2025-03-15,+10.9%
EVT000785,EMP00610,Promotion,2024-05-28,Level up: 1 grade
EVT000786,EMP00611,Promotion,2024-10-20,Level up: 2 grades
EVT000787,EMP00611,Exit,2023-10-26,Voluntary - Better Opportunity
EVT000788,EMP00612,Promotion,2024-04-17,Level up: 1 grade
EVT000789,EMP00612,Salary Increase,2025-06-15,+6.0%
EVT000790,EMP00612,Salary Increase,2023-04-29,+3.4%
EVT000791,EMP00613,Promotion,2023-12-01,Level up: 1 grade
EVT000792,EMP00613,Salary Increase,2024-11-29,+10.2%
EVT000793,EMP00613,Salary Increase,2024-01-20,+5.5%
EVT000794,EMP00613,Salary Increase,2024-05-16,+3.5%
EVT000795,EMP00614,Salary Increase,2023-04-22,+6.8%
EVT000796,EMP00616,Salary Increase,2023-02-20,+9.9%
EVT000797,EMP00616,Salary Increase,2024-01-02,+2.0%
EVT000798,EMP00616,Salary Increase,2023-07-11,+8.9%
EVT000799,EMP00616,Salary Increase,2023-02-12,+4.7%
EVT000800,EMP00617,Salary Increase,2023-12-08,+5.2%
EVT000801,EMP00617,Salary Increase,2023-07-03,+3.3%
EVT000802,EMP00618,Salary Increase,2023-01-15,+4.8%
EVT000803,EMP00620,Salary Increase,2024-07-23,+11.3%
EVT000804,EMP00620,Salary Increase,2025-01-31,+9.3%
EVT000805,EMP00620,Salary Increase,2023-02-18,+8.1%
EVT000806,EMP00621,Salary Increase,2024-10-04,+6.7%
EVT000807,EMP00624,Promotion,2024-08-21,Level up: 2 grades
EVT000808,EMP00624,Salary Increase,2024-06-23,+2.8%
EVT000809,EMP00624,Salary Increase,2025-05-19,+5.9%
EVT000810,EMP00625,Salary Increase,2024-03-13,+5.9%
EVT000811,EMP00628,Salary Increase,2023-05-19,+0.5%
EVT000812,EMP00629,Promotion,2023-11-30,Level up: 2 grades
EVT000813,EMP00629,Salary Increase,2025-01-22,+5.3%
EVT000814,EMP00630,Salary Increase,2025-05-10,+9.5%
EVT000815,EMP00630,Salary Increase,2024-08-31,+2.6%
EVT000816,EMP00631,Salary Increase,2023-02-08,+4.6%
EVT000817,EMP00632,Promotion,2024-04-18,Level up: 2 grades
EVT000818,EMP00632,Salary Increase,2023-05-17,+7.9%
EVT000819,EMP00633,Salary Increase,2024-02-28,+6.0%
EVT000820,EMP00636,Promotion,2025-03-16,Level up: 2 grades
EVT000821,EMP00636,Salary Increase,2023-06-11,+5.9%
EVT000822,EMP00637,Salary Increase,2025-04-22,+6.3%
EVT000823,EMP00638,Salary Increase,2023-03-23,+9.3%
EVT000824,EMP00639,Salary Increase,2025-06-16,+5.7%
EVT000825,EMP00640,Salary Increase,2023-10-15,+6.6%
EVT000826,EMP00640,Salary Increase,2025-05-08,+4.4%
EVT000827,EMP00640,Salary Increase,2024-12-01,+4.5%
EVT000828,EMP00643,Salary Increase,2024-10-17,+6.4%
EVT000829,EMP00643,Salary Increase,2024-04-16,+5.8%
EVT000830,EMP00644,Promotion,2024-02-14,Level up: 2 grades
EVT000831,EMP00645,Salary Increase,2024-02-24,+8.9%
EVT000832,EMP00645,Salary Increase,2024-03-19,+8.5%
EVT000833,EMP00645,Salary Increase,2025-04-07,+3.5%
EVT000834,EMP00645,Salary Increase,2024-09-04,+5.7%
EVT000835,EMP00646,Salary Increase,2025-05-29,+5.6%
EVT000836,EMP00646,Salary Increase,2024-09-14,+8.5%
EVT000837,EMP00647,Salary Increase,2024-10-20,+9.0%
EVT000838,EMP00648,Salary Increase,2023-02-27,+11.2%
EVT000839,EMP00648,Salary Increase,2024-02-02,+8.9%
EVT000840,EMP00651,Promotion,2024-07-07,Level up: 1 grade
EVT000841,EMP00651,Salary Increase,2024-04-11,+0.5%
EVT000842,EMP00653,Promotion,2025-02-13,Level up: 1 grade
EVT000843,EMP00653,Salary Increase,2024-02-17,+6.2%
EVT000844,EMP00657,Salary Increase,2025-04-16,+8.3%
EVT000845,EMP00657,Salary Increase,2023-08-12,+10.6%
