performance_id,employee_id,review_period,review_date,performance_score_1to5,manager_rating_1to5,goals_total,goals_achieved,goal_completion_rate_pct,peer_feedback_score_1to5,had_recent_training_last_180d
PRF000296,EMP00066,2024-H1,2024-06-30,2.74,2.0,5,2,49.6,3.08,False
PRF000297,EMP00066,2024-H2,2024-12-31,3.13,3.0,6,4,59.7,2.92,True
PRF000298,EMP00066,2025-H1,2025-06-30,3.18,2.0,4,3,67.8,1.88,True
PRF000299,EMP00067,2023-H1,2023-06-30,3.34,4.0,7,5,72.4,4.29,True
PRF000300,EMP00067,2023-H2,2023-12-31,3.52,3.0,5,3,66.7,3.53,False
PRF000301,EMP00067,2024-H1,2024-06-30,3.79,4.0,6,5,85.0,3.81,True
PRF000302,EMP00067,2024-H2,2024-12-31,3.87,4.0,7,6,83.9,4.23,True
PRF000303,EMP00067,2025-H1,2025-06-30,3.81,4.0,4,3,76.9,3.87,True
PRF000304,EMP00068,2023-H1,2023-06-30,3.34,4.0,3,2,55.6,3.7,False
PRF000305,EMP00068,2023-H2,2023-12-31,3.48,3.0,5,4,77.6,4.18,True
PRF000306,EMP00068,2024-H1,2024-06-30,3.52,3.0,3,2,60.9,2.5,True
PRF000307,EMP00068,2024-H2,2024-12-31,3.51,3.0,3,2,63.7,3.78,False
PRF000308,EMP00068,2025-H1,2025-06-30,3.73,3.0,7,6,82.6,2.66,True
PRF000309,EMP00069,2023-H2,2023-12-31,2.23,3.0,7,3,47.5,3.31,False
PRF000310,EMP00069,2024-H1,2024-06-30,2.33,2.0,6,2,40.7,2.76,True
PRF000311,EMP00069,2024-H2,2024-12-31,2.28,2.0,7,2,31.7,1.81,True
PRF000312,EMP00069,2025-H1,2025-06-30,2.19,2.0,7,4,51.3,1.98,True
PRF000313,EMP00070,2023-H1,2023-06-30,3.65,4.0,7,5,76.9,3.52,False
PRF000314,EMP00070,2023-H2,2023-12-31,3.87,5.0,3,2,60.0,3.64,True
PRF000315,EMP00070,2024-H1,2024-06-30,3.95,5.0,7,5,78.3,3.06,True
PRF000316,EMP00070,2024-H2,2024-12-31,4.15,4.0,6,5,88.0,4.08,True
PRF000317,EMP00070,2025-H1,2025-06-30,4.08,4.0,3,2,82.6,4.12,False
PRF000318,EMP00071,2023-H1,2023-06-30,3.77,3.0,4,3,71.3,3.34,True
PRF000319,EMP00071,2023-H2,2023-12-31,3.8,4.0,4,3,70.3,3.8,True
PRF000320,EMP00071,2024-H1,2024-06-30,3.81,,5,4,84.9,3.75,True
PRF000321,EMP00071,2024-H2,2024-12-31,4.04,4.0,3,2,71.0,4.36,False
PRF000322,EMP00071,2025-H1,2025-06-30,3.98,4.0,5,4,81.5,4.27,False
PRF000323,EMP00072,2023-H1,2023-06-30,4.27,5.0,6,5,76.8,3.94,True
PRF000324,EMP00072,2023-H2,2023-12-31,4.35,5.0,3,3,99.0,4.47,True
PRF000325,EMP00072,2024-H1,2024-06-30,4.45,4.0,6,5,84.4,4.74,True
PRF000326,EMP00072,2024-H2,2024-12-31,4.45,5.0,4,4,100.0,4.68,True
PRF000327,EMP00072,2025-H1,2025-06-30,4.67,4.0,3,3,100.0,5.0,True
PRF000328,EMP00073,2024-H1,2024-06-30,2.63,,3,2,57.8,2.49,True
PRF000329,EMP00073,2024-H2,2024-12-31,2.69,3.0,3,2,57.4,2.84,False
PRF000330,EMP00073,2025-H1,2025-06-30,2.79,2.0,7,4,54.5,2.67,True
PRF000331,EMP00074,2023-H1,2023-06-30,3.07,,6,4,60.6,3.61,True
PRF000332,EMP00074,2023-H2,2023-12-31,3.34,3.0,6,4,64.4,3.38,True
PRF000333,EMP00074,2024-H1,2024-06-30,3.38,4.0,4,2,62.4,3.64,True
PRF000334,EMP00074,2024-H2,2024-12-31,3.55,4.0,4,2,60.3,3.67,False
PRF000335,EMP00074,2025-H1,2025-06-30,3.56,3.0,7,5,66.3,3.46,True
PRF000336,EMP00075,2024-H1,2024-06-30,2.93,3.0,6,3,56.8,1.99,True
PRF000337,EMP00075,2024-H2,2024-12-31,2.91,4.0,3,2,61.9,2.9,True
PRF000338,EMP00075,2025-H1,2025-06-30,2.88,2.0,6,3,54.7,2.73,False
PRF000339,EMP00076,2023-H1,2023-06-30,3.73,3.0,7,5,68.0,3.6,False
PRF000340,EMP00076,2023-H2,2023-12-31,3.84,5.0,4,4,90.7,3.86,True
PRF000341,EMP00076,2024-H1,2024-06-30,3.89,4.0,7,5,67.3,4.54,False
PRF000342,EMP00076,2024-H2,2024-12-31,3.79,4.0,4,3,78.1,3.91,True
PRF000343,EMP00076,2025-H1,2025-06-30,3.82,4.0,3,2,80.8,3.29,False
PRF000344,EMP00077,2023-H1,2023-06-30,3.19,3.0,6,5,87.0,2.8,True
PRF000345,EMP00077,2023-H2,2023-12-31,3.29,3.0,4,3,76.6,3.78,True
PRF000346,EMP00077,2024-H1,2024-06-30,3.16,4.0,6,4,60.8,3.27,False
PRF000347,EMP00077,2024-H2,2024-12-31,3.22,3.0,6,4,69.9,3.53,False
PRF000348,EMP00077,2025-H1,2025-06-30,3.37,3.0,4,2,62.0,3.21,True
PRF000349,EMP00078,2023-H1,2023-06-30,2.55,3.0,6,3,49.6,2.72,False
PRF000350,EMP00078,2023-H2,2023-12-31,2.59,2.0,4,3,62.6,2.0,False
PRF000351,EMP00078,2024-H1,2024-06-30,2.69,2.0,3,2,57.3,2.44,True
PRF000352,EMP00078,2024-H2,2024-12-31,2.82,3.0,4,2,43.0,3.27,True
PRF000353,EMP00078,2025-H1,2025-06-30,3.21,3.0,3,2,53.6,2.83,True
PRF000354,EMP00079,2024-H1,2024-06-30,2.77,3.0,7,4,56.1,3.36,True
PRF000355,EMP00079,2024-H2,2024-12-31,2.48,3.0,3,2,53.1,2.78,False
PRF000356,EMP00079,2025-H1,2025-06-30,2.46,3.0,7,3,41.4,2.53,True
PRF000357,EMP00080,2024-H1,2024-06-30,3.21,4.0,3,2,54.5,3.88,True
PRF000358,EMP00080,2024-H2,2024-12-31,3.06,3.0,6,4,74.7,2.6,False
PRF000359,EMP00080,2025-H1,2025-06-30,3.07,,3,2,67.5,2.79,True
PRF000360,EMP00081,2024-H1,2024-06-30,3.67,4.0,5,3,69.1,3.75,True
PRF000361,EMP00081,2024-H2,2024-12-31,3.6,4.0,5,3,69.7,3.67,True
PRF000362,EMP00081,2025-H1,2025-06-30,3.98,4.0,7,7,92.9,3.93,True
PRF000363,EMP00082,2023-H1,2023-06-30,4.6,5.0,6,5,82.4,5.0,False
PRF000364,EMP00082,2023-H2,2023-12-31,4.67,5.0,3,3,91.2,4.28,False
PRF000365,EMP00082,2024-H1,2024-06-30,4.7,5.0,7,7,97.8,4.39,True
PRF000366,EMP00082,2024-H2,2024-12-31,4.74,4.0,6,5,87.0,3.9,True
PRF000367,EMP00082,2025-H1,2025-06-30,4.86,5.0,5,5,96.7,4.78,True
PRF000368,EMP00083,2023-H1,2023-06-30,3.58,4.0,3,2,59.8,3.31,True
PRF000369,EMP00083,2023-H2,2023-12-31,3.98,4.0,7,7,95.9,3.11,True
PRF000370,EMP00083,2024-H1,2024-06-30,4.08,3.0,6,5,83.0,3.58,True
PRF000371,EMP00083,2024-H2,2024-12-31,4.06,4.0,4,3,79.7,4.27,True
PRF000372,EMP00083,2025-H1,2025-06-30,4.07,4.0,4,3,82.5,4.35,True
PRF000373,EMP00084,2023-H1,2023-06-30,3.79,4.0,4,3,69.9,4.31,True
PRF000374,EMP00084,2023-H2,2023-12-31,3.75,3.0,5,4,85.9,3.9,False
PRF000375,EMP00084,2024-H1,2024-06-30,3.76,4.0,4,3,68.8,4.05,False
PRF000376,EMP00084,2024-H2,2024-12-31,3.84,4.0,7,5,69.0,3.84,True
PRF000377,EMP00084,2025-H1,2025-06-30,3.84,4.0,6,4,64.6,3.52,True
PRF000378,EMP00085,2023-H1,2023-06-30,2.6,3.0,3,2,52.0,2.46,True
PRF000379,EMP00085,2023-H2,2023-12-31,2.87,3.0,6,4,60.1,1.88,True
PRF000380,EMP00085,2024-H1,2024-06-30,2.88,2.0,7,4,57.6,2.58,True
PRF000381,EMP00085,2024-H2,2024-12-31,3.04,3.0,5,3,61.6,3.54,False
PRF000382,EMP00085,2025-H1,2025-06-30,3.1,4.0,6,3,57.3,2.82,True
PRF000383,EMP00086,2023-H1,2023-06-30,3.69,4.0,6,5,79.2,3.1,False
PRF000384,EMP00086,2023-H2,2023-12-31,3.87,4.0,5,3,68.2,3.88,False
PRF000385,EMP00086,2024-H1,2024-06-30,3.98,4.0,7,5,65.4,4.06,False
PRF000386,EMP00086,2024-H2,2024-12-31,3.89,4.0,7,5,77.9,3.49,False
PRF000387,EMP00086,2025-H1,2025-06-30,3.95,4.0,4,3,83.9,3.69,False
PRF000388,EMP00087,2025-H1,2025-06-30,2.54,3.0,5,3,50.9,2.73,False
PRF000389,EMP00088,2024-H1,2024-06-30,3.71,3.0,5,3,64.0,4.26,True
PRF000390,EMP00088,2024-H2,2024-12-31,3.55,4.0,3,2,60.9,4.23,True
PRF000391,EMP00088,2025-H1,2025-06-30,3.58,3.0,4,3,73.3,3.73,False
PRF000392,EMP00089,2023-H1,2023-06-30,3.77,3.0,5,5,97.3,3.97,False
PRF000393,EMP00089,2023-H2,2023-12-31,3.89,3.0,6,5,76.3,4.32,True
PRF000394,EMP00089,2024-H1,2024-06-30,4.05,4.0,6,5,86.9,3.51,False
PRF000395,EMP00089,2024-H2,2024-12-31,4.27,5.0,5,4,87.8,4.52,True
PRF000396,EMP00089,2025-H1,2025-06-30,4.1,4.0,4,4,91.1,4.14,True
PRF000397,EMP00090,2023-H2,2023-12-31,3.02,3.0,6,4,59.6,3.12,True
PRF000398,EMP00090,2024-H1,2024-06-30,3.23,3.0,7,5,73.3,3.44,True
PRF000399,EMP00090,2024-H2,2024-12-31,3.32,4.0,4,3,67.2,3.1,False
PRF000400,EMP00090,2025-H1,2025-06-30,3.49,3.0,3,2,73.3,4.56,False
PRF000401,EMP00091,2024-H1,2024-06-30,3.43,3.0,6,3,55.6,3.45,True
PRF000402,EMP00091,2024-H2,2024-12-31,3.67,4.0,3,3,83.9,4.85,True
PRF000403,EMP00091,2025-H1,2025-06-30,3.71,4.0,3,3,84.9,3.83,True
PRF000404,EMP00092,2023-H1,2023-06-30,3.13,3.0,4,3,62.6,3.6,True
PRF000405,EMP00092,2023-H2,2023-12-31,3.15,4.0,4,3,71.0,3.69,True
PRF000406,EMP00092,2024-H1,2024-06-30,3.09,3.0,6,4,67.6,3.04,False
PRF000407,EMP00092,2024-H2,2024-12-31,3.16,4.0,6,4,65.4,2.77,True
PRF000408,EMP00092,2025-H1,2025-06-30,3.29,4.0,6,4,64.1,3.39,True
PRF000409,EMP00093,2023-H1,2023-06-30,3.73,4.0,6,5,77.9,4.09,False
PRF000410,EMP00093,2023-H2,2023-12-31,3.85,4.0,4,3,78.7,3.58,True
PRF000411,EMP00093,2024-H1,2024-06-30,3.88,4.0,4,3,74.9,3.97,False
PRF000412,EMP00093,2024-H2,2024-12-31,4.18,5.0,3,3,91.3,4.92,True
PRF000413,EMP00093,2025-H1,2025-06-30,4.18,4.0,7,6,81.9,4.58,True
PRF000414,EMP00094,2023-H1,2023-06-30,3.64,4.0,4,3,80.2,3.05,False
PRF000415,EMP00094,2023-H2,2023-12-31,3.72,3.0,4,2,61.7,4.25,True
PRF000416,EMP00094,2024-H1,2024-06-30,3.68,4.0,7,5,68.8,3.38,True
PRF000417,EMP00094,2024-H2,2024-12-31,3.81,4.0,4,3,68.9,3.17,True
PRF000418,EMP00094,2025-H1,2025-06-30,3.84,3.0,4,3,73.3,3.61,True
PRF000419,EMP00095,2023-H1,2023-06-30,2.19,2.0,3,1,44.3,1.82,False
PRF000420,EMP00095,2023-H2,2023-12-31,2.2,2.0,6,2,33.2,1.79,True
PRF000421,EMP00095,2024-H1,2024-06-30,2.34,3.0,5,3,59.8,2.13,False
PRF000422,EMP00095,2024-H2,2024-12-31,2.42,3.0,6,3,46.0,1.61,False
PRF000423,EMP00095,2025-H1,2025-06-30,2.52,2.0,4,2,55.7,2.18,False
PRF000424,EMP00096,2023-H1,2023-06-30,3.12,,6,3,54.6,2.85,True
PRF000425,EMP00096,2023-H2,2023-12-31,3.06,3.0,5,3,68.0,3.04,True
PRF000426,EMP00096,2024-H1,2024-06-30,3.33,4.0,3,2,57.7,3.92,True
PRF000427,EMP00096,2024-H2,2024-12-31,3.44,3.0,5,4,73.3,2.75,False
PRF000428,EMP00096,2025-H1,2025-06-30,3.61,4.0,7,5,68.2,4.13,True
PRF000429,EMP00097,2023-H1,2023-06-30,3.53,3.0,5,4,78.4,3.24,True
PRF000430,EMP00097,2023-H2,2023-12-31,3.67,4.0,7,5,67.5,3.96,True
PRF000431,EMP00097,2024-H1,2024-06-30,3.85,5.0,3,2,76.2,4.13,True
PRF000432,EMP00097,2024-H2,2024-12-31,3.84,3.0,6,4,68.5,3.94,False
PRF000433,EMP00097,2025-H1,2025-06-30,3.68,4.0,7,5,70.5,4.31,True
PRF000434,EMP00098,2023-H1,2023-06-30,3.36,4.0,5,3,69.0,4.09,True
PRF000435,EMP00098,2023-H2,2023-12-31,3.31,4.0,3,2,74.3,2.95,False
PRF000436,EMP00098,2024-H1,2024-06-30,3.47,4.0,7,5,68.5,2.94,True
PRF000437,EMP00098,2024-H2,2024-12-31,3.52,4.0,5,3,63.5,3.37,False
PRF000438,EMP00098,2025-H1,2025-06-30,3.68,3.0,3,2,70.2,3.96,True
PRF000439,EMP00099,2023-H1,2023-06-30,3.8,4.0,5,4,75.2,4.22,True
PRF000440,EMP00099,2023-H2,2023-12-31,3.92,4.0,7,5,67.7,4.2,True
PRF000441,EMP00099,2024-H1,2024-06-30,3.94,4.0,5,4,78.1,4.08,False
PRF000442,EMP00099,2024-H2,2024-12-31,4.1,4.0,5,3,65.1,3.65,True
PRF000443,EMP00099,2025-H1,2025-06-30,4.03,4.0,7,6,79.4,4.97,True
PRF000444,EMP00100,2023-H1,2023-06-30,3.11,3.0,3,2,69.9,2.78,True
PRF000445,EMP00100,2023-H2,2023-12-31,3.15,3.0,7,5,73.1,3.37,True
PRF000446,EMP00100,2024-H1,2024-06-30,3.3,4.0,7,4,62.6,3.03,True
PRF000447,EMP00100,2024-H2,2024-12-31,3.57,4.0,6,4,73.7,3.7,True
PRF000448,EMP00100,2025-H1,2025-06-30,3.65,3.0,4,4,90.1,3.6,False
PRF000449,EMP00101,2023-H2,2023-12-31,3.56,4.0,6,4,66.7,4.43,True
PRF000450,EMP00101,2024-H1,2024-06-30,3.59,3.0,7,6,88.3,3.34,True
PRF000451,EMP00101,2024-H2,2024-12-31,3.81,4.0,5,4,79.2,3.11,True
PRF000452,EMP00101,2025-H1,2025-06-30,3.88,4.0,3,2,76.7,3.71,True
PRF000453,EMP00102,2023-H2,2023-12-31,3.17,3.0,3,2,83.3,3.91,False
PRF000454,EMP00102,2024-H1,2024-06-30,3.11,2.0,3,2,65.4,2.74,True
PRF000455,EMP00102,2024-H2,2024-12-31,3.07,3.0,6,4,63.7,2.83,False
PRF000456,EMP00102,2025-H1,2025-06-30,3.03,3.0,5,3,56.7,3.85,True
PRF000457,EMP00103,2023-H1,2023-06-30,3.18,3.0,4,3,75.1,3.11,False
PRF000458,EMP00103,2023-H2,2023-12-31,2.98,3.0,6,4,59.9,3.25,False
PRF000459,EMP00103,2024-H1,2024-06-30,3.02,3.0,3,1,41.8,3.19,False
PRF000460,EMP00103,2024-H2,2024-12-31,3.21,3.0,6,3,57.2,2.69,False
PRF000461,EMP00103,2025-H1,2025-06-30,3.28,4.0,5,3,66.9,4.48,False
PRF000462,EMP00104,2023-H1,2023-06-30,3.0,3.0,5,4,75.2,3.58,False
PRF000463,EMP00104,2023-H2,2023-12-31,2.99,3.0,5,3,63.5,2.28,False
PRF000464,EMP00104,2024-H1,2024-06-30,2.99,3.0,7,4,58.2,3.34,False
PRF000465,EMP00104,2024-H2,2024-12-31,3.13,3.0,7,4,57.5,2.89,True
PRF000466,EMP00104,2025-H1,2025-06-30,3.1,3.0,6,4,64.4,2.66,False
PRF000467,EMP00105,2023-H1,2023-06-30,3.43,3.0,6,4,73.9,3.42,True
PRF000468,EMP00105,2023-H2,2023-12-31,3.25,4.0,7,5,64.7,3.69,False
PRF000469,EMP00105,2024-H1,2024-06-30,3.17,3.0,5,3,66.4,3.28,False
PRF000470,EMP00105,2024-H2,2024-12-31,3.17,3.0,7,5,72.5,3.57,True
PRF000471,EMP00105,2025-H1,2025-06-30,3.45,3.0,4,3,65.8,3.13,True
PRF000472,EMP00106,2023-H1,2023-06-30,3.92,4.0,7,6,80.9,3.7,True
PRF000473,EMP00106,2023-H2,2023-12-31,4.12,4.0,4,4,93.0,4.13,True
PRF000474,EMP00106,2024-H1,2024-06-30,4.11,4.0,3,3,86.6,4.16,True
PRF000475,EMP00106,2024-H2,2024-12-31,4.0,4.0,3,3,90.6,3.74,False
PRF000476,EMP00106,2025-H1,2025-06-30,4.24,4.0,3,3,87.2,4.04,True
PRF000477,EMP00107,2023-H1,2023-06-30,2.96,3.0,4,3,62.8,2.81,False
PRF000478,EMP00107,2023-H2,2023-12-31,2.9,3.0,4,2,50.2,2.79,False
PRF000479,EMP00107,2024-H1,2024-06-30,3.11,4.0,3,2,55.3,3.03,True
PRF000480,EMP00107,2024-H2,2024-12-31,3.3,3.0,6,4,73.0,2.93,True
PRF000481,EMP00107,2025-H1,2025-06-30,3.76,3.0,5,4,89.2,3.66,True
PRF000482,EMP00108,2023-H1,2023-06-30,2.24,2.0,5,2,44.5,2.79,True
PRF000483,EMP00108,2023-H2,2023-12-31,2.31,3.0,5,3,54.0,3.55,True
PRF000484,EMP00108,2024-H1,2024-06-30,2.37,2.0,7,3,38.0,2.08,False
PRF000485,EMP00108,2024-H2,2024-12-31,2.54,2.0,3,2,50.8,1.79,True
PRF000486,EMP00108,2025-H1,2025-06-30,2.79,3.0,7,4,58.9,3.19,True
PRF000487,EMP00109,2023-H1,2023-06-30,3.48,4.0,5,4,70.5,3.47,True
PRF000488,EMP00109,2023-H2,2023-12-31,3.46,,6,4,70.3,4.02,False
PRF000489,EMP00109,2024-H1,2024-06-30,3.42,3.0,5,3,61.8,3.5,True
PRF000490,EMP00109,2024-H2,2024-12-31,3.55,4.0,7,5,67.4,3.41,True
PRF000491,EMP00109,2025-H1,2025-06-30,3.76,3.0,5,3,59.7,3.3,True
PRF000492,EMP00110,2023-H1,2023-06-30,2.91,3.0,5,2,42.1,2.57,True
PRF000493,EMP00110,2023-H2,2023-12-31,2.85,3.0,6,4,73.8,2.61,False
PRF000494,EMP00110,2024-H1,2024-06-30,2.73,2.0,3,1,46.1,2.09,False
PRF000495,EMP00110,2024-H2,2024-12-31,2.75,3.0,4,3,65.1,2.33,True
PRF000496,EMP00110,2025-H1,2025-06-30,2.91,4.0,7,3,43.8,3.82,True
PRF000497,EMP00111,2023-H1,2023-06-30,2.69,3.0,5,3,56.5,2.48,False
PRF000498,EMP00111,2023-H2,2023-12-31,2.6,2.0,5,3,54.8,2.12,False
PRF000499,EMP00111,2024-H1,2024-06-30,2.75,3.0,7,3,46.0,3.31,True
PRF000500,EMP00111,2024-H2,2024-12-31,3.07,3.0,4,2,56.0,3.75,True
PRF000501,EMP00111,2025-H1,2025-06-30,3.07,2.0,7,4,58.7,3.41,False
PRF000502,EMP00112,2023-H1,2023-06-30,2.7,3.0,4,3,63.2,2.73,True
PRF000503,EMP00112,2023-H2,2023-12-31,2.71,3.0,6,3,49.9,5.0,False
PRF000504,EMP00112,2024-H1,2024-06-30,2.66,3.0,5,2,47.6,2.78,True
PRF000505,EMP00112,2024-H2,2024-12-31,2.9,3.0,7,3,47.1,1.92,True
PRF000506,EMP00112,2025-H1,2025-06-30,2.98,3.0,4,2,48.9,2.67,False
PRF000507,EMP00113,2023-H1,2023-06-30,4.01,4.0,7,5,77.5,3.96,False
PRF000508,EMP00113,2023-H2,2023-12-31,4.26,5.0,7,5,74.7,3.67,False
PRF000509,EMP00113,2024-H1,2024-06-30,4.3,4.0,7,6,92.1,4.68,False
PRF000510,EMP00113,2024-H2,2024-12-31,4.21,4.0,6,6,98.7,4.58,True
PRF000511,EMP00113,2025-H1,2025-06-30,4.52,4.0,5,4,89.2,3.38,False
PRF000512,EMP00114,2023-H1,2023-06-30,3.21,3.0,4,3,72.9,2.4,True
PRF000513,EMP00114,2023-H2,2023-12-31,3.4,4.0,4,3,65.3,3.43,True
PRF000514,EMP00114,2024-H1,2024-06-30,3.45,4.0,4,3,67.7,4.27,False
PRF000515,EMP00114,2024-H2,2024-12-31,3.31,3.0,6,3,56.8,2.76,False
PRF000516,EMP00114,2025-H1,2025-06-30,3.23,3.0,4,3,68.8,3.94,True
PRF000517,EMP00115,2024-H1,2024-06-30,4.47,5.0,4,4,100.0,4.58,False
PRF000518,EMP00115,2024-H2,2024-12-31,4.46,4.0,4,4,94.4,4.66,True
PRF000519,EMP00115,2025-H1,2025-06-30,4.63,5.0,6,6,99.4,4.87,False
PRF000520,EMP00116,2023-H1,2023-06-30,2.8,3.0,6,3,52.7,2.99,True
PRF000521,EMP00116,2023-H2,2023-12-31,3.09,3.0,3,2,70.6,2.68,False
PRF000522,EMP00116,2024-H1,2024-06-30,3.26,3.0,3,2,81.9,4.02,True
PRF000523,EMP00116,2024-H2,2024-12-31,3.33,3.0,5,3,64.7,3.73,True
PRF000524,EMP00116,2025-H1,2025-06-30,3.32,3.0,6,4,70.5,3.45,False
PRF000525,EMP00117,2023-H1,2023-06-30,3.14,3.0,7,5,76.5,3.62,False
PRF000526,EMP00117,2023-H2,2023-12-31,3.35,3.0,6,4,70.0,2.66,False
PRF000527,EMP00117,2024-H1,2024-06-30,3.17,3.0,4,3,65.1,2.88,False
PRF000528,EMP00117,2024-H2,2024-12-31,3.21,3.0,5,3,60.2,2.67,False
PRF000529,EMP00117,2025-H1,2025-06-30,3.05,4.0,7,4,59.1,2.61,False
PRF000530,EMP00118,2024-H2,2024-12-31,3.81,3.0,6,5,90.3,3.61,True
PRF000531,EMP00118,2025-H1,2025-06-30,3.87,4.0,3,3,85.3,4.2,False
PRF000532,EMP00119,2023-H1,2023-06-30,3.47,4.0,7,4,57.7,4.23,True
PRF000533,EMP00119,2023-H2,2023-12-31,3.62,4.0,5,4,77.3,3.56,True
PRF000534,EMP00119,2024-H1,2024-06-30,3.81,4.0,4,3,64.0,4.18,True
PRF000535,EMP00119,2024-H2,2024-12-31,3.71,4.0,3,2,73.7,3.5,True
PRF000536,EMP00119,2025-H1,2025-06-30,3.65,4.0,7,5,73.5,3.67,True
PRF000537,EMP00120,2023-H1,2023-06-30,2.44,3.0,5,2,45.5,2.31,False
PRF000538,EMP00120,2023-H2,2023-12-31,2.44,2.0,4,2,53.2,2.8,True
PRF000539,EMP00120,2024-H1,2024-06-30,2.68,3.0,3,1,48.8,2.63,True
PRF000540,EMP00120,2024-H2,2024-12-31,2.77,2.0,7,4,62.5,2.55,True
PRF000541,EMP00120,2025-H1,2025-06-30,2.99,4.0,4,3,62.8,3.51,True
PRF000542,EMP00121,2023-H1,2023-06-30,3.88,4.0,6,5,78.8,2.98,False
PRF000543,EMP00121,2023-H2,2023-12-31,4.12,4.0,4,3,74.2,4.43,True
PRF000544,EMP00121,2024-H1,2024-06-30,4.18,4.0,7,6,80.5,5.0,True
PRF000545,EMP00121,2024-H2,2024-12-31,4.42,4.0,3,3,86.9,4.51,True
PRF000546,EMP00121,2025-H1,2025-06-30,4.46,4.0,6,6,100.0,4.38,False
PRF000547,EMP00122,2023-H1,2023-06-30,3.12,3.0,5,3,56.8,3.41,True
PRF000548,EMP00122,2023-H2,2023-12-31,3.26,3.0,6,3,49.7,3.61,True
PRF000549,EMP00122,2024-H1,2024-06-30,3.32,4.0,7,4,56.0,3.24,False
PRF000550,EMP00122,2024-H2,2024-12-31,3.52,3.0,7,5,71.1,2.93,True
PRF000551,EMP00122,2025-H1,2025-06-30,3.85,4.0,5,4,70.4,3.65,True
PRF000552,EMP00123,2024-H1,2024-06-30,4.77,5.0,6,5,90.7,5.0,True
PRF000553,EMP00123,2024-H2,2024-12-31,4.8,5.0,3,3,100.0,5.0,True
PRF000554,EMP00123,2025-H1,2025-06-30,4.8,5.0,4,4,100.0,4.52,False
PRF000555,EMP00124,2024-H1,2024-06-30,2.86,3.0,6,3,47.2,2.96,True
PRF000556,EMP00124,2024-H2,2024-12-31,2.69,2.0,4,2,52.8,1.64,False
PRF000557,EMP00124,2025-H1,2025-06-30,2.56,3.0,4,2,43.0,2.8,False
PRF000558,EMP00125,2023-H1,2023-06-30,3.25,3.0,6,4,62.1,3.64,True
PRF000559,EMP00125,2023-H2,2023-12-31,3.26,4.0,3,2,64.8,3.04,True
PRF000560,EMP00125,2024-H1,2024-06-30,3.16,3.0,3,2,67.8,2.58,False
PRF000561,EMP00125,2024-H2,2024-12-31,3.06,3.0,3,2,59.5,3.58,True
PRF000562,EMP00125,2025-H1,2025-06-30,3.05,3.0,3,2,66.3,3.1,False
PRF000563,EMP00126,2024-H1,2024-06-30,4.07,4.0,3,2,78.0,4.04,False
PRF000564,EMP00126,2024-H2,2024-12-31,4.4,4.0,6,6,97.5,4.4,False
PRF000565,EMP00126,2025-H1,2025-06-30,4.46,5.0,4,3,83.4,4.16,False
PRF000566,EMP00127,2023-H1,2023-06-30,3.89,4.0,7,5,75.5,3.62,False
PRF000567,EMP00127,2023-H2,2023-12-31,4.03,4.0,7,6,84.3,4.62,False
PRF000568,EMP00127,2024-H1,2024-06-30,4.04,3.0,3,3,87.2,3.75,True
PRF000569,EMP00127,2024-H2,2024-12-31,4.12,4.0,4,3,73.2,4.98,True
PRF000570,EMP00127,2025-H1,2025-06-30,4.3,5.0,4,4,92.5,3.82,True
PRF000571,EMP00128,2023-H1,2023-06-30,3.37,3.0,4,3,66.8,3.7,False
PRF000572,EMP00128,2023-H2,2023-12-31,3.32,3.0,7,4,50.1,2.38,False
PRF000573,EMP00128,2024-H1,2024-06-30,3.36,3.0,6,3,57.7,2.95,True
PRF000574,EMP00128,2024-H2,2024-12-31,3.44,4.0,3,2,65.7,2.87,True
PRF000575,EMP00128,2025-H1,2025-06-30,3.52,,7,5,75.6,3.43,True
PRF000576,EMP00129,2023-H1,2023-06-30,2.61,2.0,3,1,44.3,2.31,True
PRF000577,EMP00129,2023-H2,2023-12-31,2.56,2.0,3,2,52.6,2.19,False
PRF000578,EMP00129,2024-H1,2024-06-30,2.47,3.0,7,4,56.8,1.71,True
PRF000579,EMP00129,2024-H2,2024-12-31,2.25,3.0,4,3,64.2,2.27,False
PRF000580,EMP00129,2025-H1,2025-06-30,2.5,2.0,6,3,49.9,2.38,True
PRF000581,EMP00130,2023-H1,2023-06-30,3.37,3.0,7,5,65.8,3.8,True
PRF000582,EMP00130,2023-H2,2023-12-31,3.44,3.0,4,3,63.5,4.09,False
PRF000583,EMP00130,2024-H1,2024-06-30,3.7,4.0,5,4,75.4,4.06,True
PRF000584,EMP00130,2024-H2,2024-12-31,3.9,4.0,6,5,88.1,3.9,True
PRF000585,EMP00130,2025-H1,2025-06-30,3.89,4.0,4,3,84.2,3.99,True
PRF000586,EMP00131,2023-H1,2023-06-30,2.71,2.0,4,2,61.6,2.33,False
PRF000587,EMP00131,2023-H2,2023-12-31,2.87,3.0,7,4,54.3,3.02,True
PRF000588,EMP00131,2024-H1,2024-06-30,3.07,3.0,6,4,70.2,3.28,False
PRF000589,EMP00131,2024-H2,2024-12-31,3.31,3.0,4,3,73.4,3.56,True
PRF000590,EMP00131,2025-H1,2025-06-30,3.62,4.0,4,3,66.2,3.04,True
PRF000591,EMP00132,2023-H1,2023-06-30,3.49,4.0,4,3,86.4,3.53,True
